DRG,DRG_Cost_FFyear2012,DRG_Cost_FFyear2013,DRG_Cost_FFyear2014,DRG_Cost_FFyear2015,DRG_Cost_FFyear2016,DRG_Cost_FFyear2017,DRG_Cost_FFyear2018,DRG_Cost_FFyear2019,_2012_costweight,_2012_average_total,_2013_costweight,_2013_average_total,_2014_costweight,_2014_average_total,_2015_costweight,_2015_average_total,_2012_private,_2012_paed,_2013_private,_2013_paed,_2014_private,_2014_paed,_2015_private,_2015_paed,_2016_private,_2016_paed,ave_charge_1112,ave_charge_1213,ave_charge_1314,ave_charge_1415,ave_charge_1516,ave_charge_1617,ave_charge_1718,ave_charge_1819
H61B,5264,4736,6375,4383,3957,4606.820796,4797.098587,4952.130393,1,5264,1,4736,1,6375,1,4383,0.14,1.24,0.13,1.34,0.66,1.24,0.12,1.18,0.12,1.28,3621,3712,4852,3554,3870.77,3115.09,5273.1,5488.6
H61C,,,1586,1586,1586,,,,,,,,0,1586,,,,,,,,,0.27,1.42,0.23,1.27,,,950,,,,1111.66,1106.76
H62A,11272,10674,10621,11029,11664,12320.72626,12930.47871,13479.87936,2,11272,2,10674,2,10621,2,11029,0.12,1,0.13,1.4,0.74,1,0.12,1,0.13,1.54,7080,7221,7994,7356,8114.46,6970.11,8571.13,8756.86
H62B,4390,4336,4348,4276,4270,4271.885704,3870.273585,4094.162144,1,4390,1,4336,1,4348,1,4276,0.14,1.54,0.15,1.65,0.71,1.71,0.13,1.77,0.14,1.68,2154,2196,2222,2361,2461.82,2425.1,2494.72,2541.01
H63A,10871,10322,14787,11944,12380,13724.73524,12593.76702,12995.22682,2,10871,2,10322,3,14787,2,11944,0.11,1.31,0.12,1.29,0.77,1.4,0.08,1,0.1,1,4970,6249,7885,6379,5898.19,7296.16,11111.36,8900.51
H63B,3439,3591,6730,4042,4109,4534.160746,4144.857304,4187.292761,1,3439,1,3591,1,6730,1,4042,0.15,1.19,0.17,1.27,0.71,1.12,0.13,1.29,0.14,1.26,1201,1251,3521,1819,1527.1,1928.87,4049.49,4598.3
H63C,,,1405,1948,2475,2379.342467,2190.402511,2231.677173,,,,,0,1405,0,1948,0.22,1.28,0.25,1.56,,,0.22,1.49,0.3,1.47,,,750,1016,,1087.14,873.92,892.6
H64A,7897,7553,8301,6728,6884,13395.83974,10649.14895,10907.32644,2,7897,2,7553,2,8301,1,6728,0.12,1.9,0.15,1.95,0.75,1.4,0.12,1.59,0.13,1.65,4277,4807,4821,4100,5617.36,5192.92,6796.35,7023.3
H64B,2983,2923,3975,2663,2682,5663.451111,3278.346813,3371.231501,1,2983,1,2923,1,3975,1,2663,0.15,2,0.2,2,0.71,1.68,0.14,2,0.16,1.94,1564,1637,2163,1780,2015.25,1768.01,2894.81,3005.86
H64C,,,1143,1143,1143,3174.867798,,,,,,,0,1143,,,,,,,,,0.29,1,0.34,1,,,652,,,,825.44,815.92
H65A,,,,,,28843.70683,26132.72344,25857.57394,,,,,,,,,,,,,,,,,,,,,,,,,,
H65B,,,,,,12329.31757,11795.49882,12046.29064,,,,,,,,,,,,,,,,,,,,,,,,,,
H65C,,,,,,5693.824946,7149.733206,6539.713581,,,,,,,,,,,,,,,,,,,,,,,,,,
I01A,53419,58860,58875,47353,47839,64384.07126,65553.47183,69191.16053,11,53419,12,58860,12,58875,9,47353,0.23,1,0.25,1,0.56,1,0.29,1,0.27,1,34145,33680,35617,33956,37378.69,33758.06,37054.79,38959.25
I01B,27423,29933,30178,31668,31332,32256.90505,31994.98618,31117.47848,6,27423,6,29933,6,30178,6,31668,0.23,1,0.25,1,0.56,1,0.29,1,0.27,1,26973,29772,30225,30148,31133.07,29587.9,30243.86,29887.92
I02A,54068,54013,52548,81985,88387,91708.38009,96292.93689,108790.2805,11,54068,11,54013,11,52548,16,81985,0.15,1,0.2,1,0.72,1,0.22,1,0.17,1.13,27294,26845,27238,47720,30947.11,45405.57,31365.93,30219.63
I02B,16663,16858,16414,38978,39538,43416.11689,55237.01551,57893.96405,3,16663,3,16858,3,16414,8,38978,0.17,1,0.21,1,0.75,0.9,0.19,0.9,0.15,0.89,7528,5789,5742,16789,6183.96,18089.64,6129.22,6953.58
I02C,,,,13885,15210,16900.07841,21834.84265,22245.37844,,,,,,,3,13885,0.21,0.8,0.24,0.8,,,,,,,,,,6156,,7169.65,,
I03A,26533,25686,25738,29825,31142,32157.40933,33330.9755,34156.84632,6,26533,5,25686,5,25738,6,29825,0.27,1,0.29,1,0.67,1,0.34,1,0.29,1,24191,24362,25484,25529,26534.24,25417.53,26647.11,26947.69
I03B,19757,19313,20072,20757,20641,21711.8387,21580.94082,22215.95986,4,19757,4,19313,4,20072,4,20757,0.34,1,0.34,1,0.58,1,0.45,1,0.41,1,21269,21940,22083,22289,22304.11,21848.97,21590.85,21374.45
I04A,23702,22818,22739,26076,26016,26729.00806,24570.26938,24969.25291,5,23702,5,22818,5,22739,5,26076,0.3,1,0.29,1,0.55,1,0.41,1,0.44,1,18384,19959,20431,21543,21267.24,21866.04,21102.43,21219.55
I04B,18874,18390,18868,19423,19177,19431.56385,19170.46101,19117.14637,4,18874,4,18390,4,18868,4,19423,0.37,1,0.47,1,0.49,1,0.45,1,0.43,1,17023,17938,18320,18768,18898.15,18638.92,18383.85,18358.6
I05A,25811,27652,29074,29500,31038,30193.4432,30037.94825,31448.35302,5,25811,6,27652,6,29074,6,29500,0.38,1,0.38,1,0.49,1,0.45,1,0.38,1,18866,20552,21992,21946,21630.56,22193.45,22776.24,22908.08
I05B,17421,18624,18658,20088,19970,20278.45927,20282.30997,20384.98461,4,17421,4,18624,4,18658,4,20088,0.37,1,0.46,1,0.44,1,0.47,1,0.43,1,15250,16257,17120,17616,17883.81,17740.1,17816.83,17732.71
I06Z,50038,46549,52350,54204,63151,61613.29436,63686.40235,66922.97707,10,50038,9,46549,11,52350,11,54204,0.48,1,0.37,1.15,0.43,1,0.49,0.92,0.54,1,44619,49158,48622,52572,54188.49,53945.1,55551.81,57689.73
I07Z,33439,37150,38281,38823,39815,44304.62916,43909.18084,46830.0403,7,33439,8,37150,8,38281,8,38823,0.23,1,0.25,1,0.76,1,0.29,1,0.27,1,15047,18890,22200,18934,17007.33,23851.13,24269.1,24576.05
I08A,25205,24068,24621,28486,29414,38047.8314,36590.03737,36708.45155,5,25205,5,24068,5,24621,6,28486,0.19,0.88,0.19,0.93,0.73,1.2,0.24,1.23,0.23,1.34,16439,19555,19926,19613,22634.76,19812.09,23690.71,23445.02
I08B,15477,15198,15656,16152,16455,22538.49543,22152.03955,22406.30328,3,15477,3,15198,3,15656,3,16152,0.21,0.87,0.23,0.93,0.69,1,0.26,1,0.25,1,7460,8010,8132,8247,8760.84,8916.66,9355.93,9500.22
I08C,,,,,,15677.04063,15350.51101,15611.77821,,,,,,,,,,,,,,,,,,,,,,,,,,
I09A,49647,49054,48226,59311,63726,59536.59263,67026.44724,67088.80336,10,49647,10,49054,10,48226,12,59311,0.33,1,0.37,1,0.59,1,0.33,1,0.32,1,41745,41968,43135,49979,43041.93,54201.82,47460.05,49624.45
I09B,27844,27484,27560,36496,36501,34378.65638,36804.02075,37203.09486,6,27844,6,27484,6,27560,7,36496,0.3,1,0.35,1,0.55,1.05,0.42,1.07,0.46,1.1,25787,26576,27371,33993,28599.59,36024.2,29812.07,30393.32
I09C,,,,25514,25607,24715.30393,25365.79235,26457.89053,,,,,,,5,25514,0.4,1,0.43,1,,,,,,,,,,25761,,27080.24,,
I10A,21050,19773,18577,21842,22919,22975.50882,27385.00878,27531.6526,4,21050,4,19773,4,18577,4,21842,0.23,1,0.19,1,0.72,1,0.16,1,0.25,1,12062,12222,12756,12184,13285.55,13123.09,13544.57,13670.74
I10B,10916,10540,10853,10272,10615,11256.51117,12397.38032,12739.60948,2,10916,2,10540,2,10853,2,10272,0.27,1,0.3,1,0.74,1,0.26,1,0.28,1,7222,7586,8147,8507,8593.67,8675.13,9075.12,9138.93
I11Z,16201,19099,24818,20409,23572,27518.78835,28805.64483,28932.25556,3,16201,4,19099,5,24818,4,20409,0.23,1.52,0.25,1.63,0.66,1.4,0.29,1.34,0.27,1.24,15633,11509,13406,19488,18283.68,19342.05,21974.47,22141.06
I12A,31164,29758,31475,35947,37159,38254.99609,41450.96287,43674.50552,6,31164,6,29758,6,31475,7,35947,0.1,1.12,0.12,1.15,0.75,1,0.13,1,0.12,1,17153,17721,18351,19625,22153.55,19647.97,21242.62,23252.61
I12B,17744,17569,17747,17523,17992,17775.22435,23560.38022,23534.25917,4,17744,4,17569,4,17747,3,17523,0.11,0.8,0.11,0.93,0.75,1.42,0.11,1.26,0.11,1.26,9523,10322,10234,8460,10716.59,9059.19,11436.39,11871.9
I12C,9503,9441,9693,8330,8838,8902.245102,11252.09111,11612.2253,2,9503,2,9441,2,9693,2,8330,0.08,1.32,0.13,1.25,0.72,1.23,0.11,1.26,0.12,1.29,4393,4712,4721,5038,4959.39,5101.22,5276.46,5321.85
I13A,20290,19690,20396,21221,22430,27072.48899,27588.2395,28103.37954,4,20290,4,19690,4,20396,4,21221,0.2,0.83,0.2,0.88,0.69,1,0.26,1,0.24,1,10551,11361,11491,12322,12815.72,12762.05,12654.02,13100.82
I13B,9622,9583,10959,9932,10376,15026.24745,15088.39213,15593.19386,2,9622,2,9583,2,10959,2,9932,0.23,0.8,0.25,0.8,0.69,0.8,0.28,1,0.27,1,4683,4837,5178,5309,5590.19,5718.45,6097.65,6266.49
I13C,,,7058,7058,7058,9457.377469,9814.826341,10003.87634,,,,,1,7058,,,,,,,,,0.23,1,0.24,1,,,3230,,,,4652.7,4756.09
I15A,,,,29191,29283,,,,,,,,,,6,29191,0.21,1.11,0.25,1.14,,,,,,,,,,17332,,18008.56,,
I15B,,,,13125,13760,,,,,,,,,,3,13125,0.19,1,0.25,1,,,,,,,,,,14007,,15428.56,,
I15Z,18800,19746,20334,21158,21521.5,23079.75239,25622.72534,27111.33305,4,18800,4,19746,4,20334,,,,,,,0.63,1.42,0.21,1.5,0.24,1.53,8712,11006,15335,,19503.33,,15120.2,16454.75
I16Z,7378,7346,7494,7830,8311,8378.785982,9081.991294,9369.771532,2,7378,1,7346,2,7494,2,7830,0.21,1,0.29,1,0.63,1,0.26,1,0.24,1,3966,4330,4660,5335,5768.78,6053.05,6313.16,6651.27
I17A,12087,14038,14395,18622,17202,18697.00661,18398.54991,18611.20022,3,12087,3,14038,3,14395,4,18622,0.15,1,0.16,1,0.68,1,0.25,1,0.24,1,10462,5991,6541,7220,7647.63,9309.79,11257.56,12764.74
I17B,7767,7936,8370,7690,8265,8173.784137,9056.649282,8772.450498,2,7767,2,7936,2,8370,2,7690,0.12,1,0.19,1,0.66,1.23,0.3,1,0.25,1.25,4342,4871,4810,4199,5590.76,4542.55,7967.89,9449.72
I18A,,,,6722,6774,8544.94451,9234.046629,9506.838618,,,,,,,1,6722,0.17,1,0.18,1.08,,,,,,,,,,2311,,2547.22,,
I18B,,,,3550,3659,3881.734096,4201.225561,4507.055869,,,,,,,1,3550,0.37,1.56,0.37,1.54,,,,,,,,,,2022,,2168.81,,
I18Z,3951,3986,4106,5136,5216.5,5583.4,5951.5,6319.6,1,3951,1,3986,1,4106,,,,,,,0.71,1.09,0.24,1.07,0.28,1.09,1849,1899,1983,2167,2153.42,,2323.81,2400.88
I19A,13786,13459,13830,16517,16887,17564.61591,14023.39831,14519.34768,3,13786,3,13459,3,13830,3,16517,0.21,1,0.25,0.91,0.68,1,0.27,1,0.25,1,7471,7417,7718,10040,8513.74,10578.27,8793.3,8595.18
I19B,7731,7879,8078,8255,8555,8809.693404,8306.839896,8683.128195,2,7731,2,7879,2,8078,2,8255,0.3,0.88,0.34,0.9,0.61,0.86,0.37,0.87,0.32,0.81,4375,4647,4786,4975,5215.36,5277.6,5434.97,5493.81
I20A,,,,14338,14463,14981.7237,15021.41878,14689.66429,,,,,,,3,14338,0.13,1,0.2,1,,,,,,,,,,6472,,6782.99,,
I20B,,,,6505,6804,7023.916106,7107.863632,7399.946334,,,,,,,1,6505,0.19,0.89,0.22,1,,,,,,,,,,4018,,4251.11,,
I20Z,6882,7135,7351,10422,10633.5,,,,1,6882,1,7135,1,7351,,,,,,,0.72,1.05,0.2,1.07,0.2,1.05,3494,3818,4067,5245,4337.35,,4588.09,4670.86
I21A,,,,,,9559.618276,10621.86739,11953.07784,,,,,,,,,,,,,,,,,,,,,,,,,,
I21B,,,,,,5101.479376,5290.172581,6105.270213,,,,,,,,,,,,,,,,,,,,,,,,,,
I21Z,5376,6030,6029,6179,6316,,,,1,5376,1,6030,1,6029,1,6179,0.11,0.88,0.14,0.93,0.68,0.88,0.09,0.89,0.11,0.84,1917,2250,2323,2564,2591.48,2621.09,3078.53,2928.78
I23A,,,,6994,7158,7246.044739,6953.241757,7010.484557,,,,,,,1,6994,0.18,1.05,0.16,1.07,,,,,,,,,,3638,,3506.75,,
I23B,,,,2836,3023,3110.475583,3268.91059,3529.687366,,,,,,,1,2836,0.12,1,0.16,1.11,,,,,,,,,,1619,,1683.18,,
I23Z,3185,3186,3142,4915,5090.5,5565.7,6119.7,6673.7,1,3185,1,3186,1,3142,,,,,,,0.69,1,0.16,1,0.14,1,1638,1736,1773,2629,1963.83,,2105.03,2185.02
I24A,,,,8144,7898,9264.721684,9154.040902,9260.988474,,,,,,,2,8144,0.18,1,0.18,1,,,,,,,,,,2579,,2653.41,,
I24B,,,,3457,3641,4044.520176,3865.842351,4362.177422,,,,,,,1,3457,0.18,1.53,0.18,1,,,,,,,,,,2048,,2077.79,,
I24Z,4509,4283,4590,5801,5769.5,6202.2,6606.1,7010,1,4509,1,4283,1,4590,,,,,,,0.66,1.12,0.16,1.35,0.26,1.31,1866,1963,2008,2314,2550.43,,2416.4,2687.43
I25A,16407,18404,17543,16832,18707,19607.26769,21399.36965,20884.03319,3,16407,4,18404,4,17543,3,16832,0.12,1.12,0.15,1,0.73,1,0.13,1,0.18,1,6687,7262,7125,7284,7416.31,7361.56,8934.08,10241.75
I25B,5747,5382,5363,5334,5109,4457.333777,5399.37012,5547.540635,1,5747,1,5382,1,5363,1,5334,0.14,1.07,0.28,1,0.6,1.09,0.13,1.13,0.17,1.29,3312,3000,2880,3116,4549.14,3064.33,3052.33,2886.74
I27A,16480,15924,20231,20254,22406,22345.06274,23184.85532,24132.08041,3,16480,3,15924,4,20231,4,20254,0.11,0.87,0.14,0.84,0.76,0.82,0.11,0.84,0.12,0.83,6204,5768,8142,7544,8613.75,9007.28,12180.01,11879.53
I27B,5277,5310,7312,5481,5468,5723.260154,5719.208832,6054.515171,1,5277,1,5310,1,7312,1,5481,0.14,1.12,0.16,1.14,0.7,1.05,0.14,1.1,0.13,1.09,2298,2442,3379,2712,2855.53,2846.97,4224.66,4300.73
I27C,,,3018,3018,3018,,,,,,,,1,3018,,,,,,,,,0.26,1,0.24,1,,,1597,,,,1921.08,1980.59
I28A,16661,15765,16216,21639,21201,24932.09667,24975.21047,24992.65778,3,16661,3,15765,3,16216,4,21639,0.19,1,0.17,1,0.72,1,0.17,1.34,0.2,1.25,9673,8921,10225,11721,11656.7,12693.61,12195.34,12334.45
I28B,6440,6703,6775,8827,9274,9632.660693,12025.11036,13150.66719,1,6440,1,6703,1,6775,2,8827,0.22,1.38,0.25,1.21,0.65,1.05,0.26,1.11,0.21,1.06,3628,3919,4274,5279,4635.39,5622.46,4885.97,5011.43
I28C,,,,4733,4685,4957.142087,6829.285967,7084.228514,,,,,,,1,4733,0.12,1,0.13,1.15,,,,,,,,,,2648,,2831.79,,
I29Z,8276,8077,8190,8545,9151,9315.688269,9738.867063,10003.70541,2,8276,2,8077,2,8190,2,8545,0.33,1.06,0.33,1.14,0.67,1,0.34,1,0.29,1,3283,3929,4115,4509,4748.5,4881.55,5026.15,5235.96
I30Z,4495,4566,4541,4469,4676,4729.677853,4745.594581,4992.073489,1,4495,1,4566,1,4541,1,4469,0.18,0.93,0.21,1,0.69,0.91,0.2,1,0.21,0.94,1840,1987,2084,2165,2269.89,2240.76,2383.82,2427.27
I31A,46875,47381,41555,53164,59243,55669.83936,55237.63626,54647.47774,10,46875,10,47381,8,41555,11,53164,0.29,1,0.18,1,0.58,1,0.32,1,0.3,1,33832,34521,33176,36258,38522.29,39924.3,35120.6,35805.21
I31B,26946,27339,25253,35062,35879,35575.70801,34380.25188,34456.35741,6,26946,6,27339,5,25253,7,35062,0.29,1,0.29,1,0.56,1,0.45,1,0.36,1,22373,24082,24393,28637,25722.72,29859.75,24659.94,24629.03
I31C,,,,24653,25399,24483.48988,25002.7195,26523.12225,,,,,,,5,24653,0.41,1,0.36,1,,,,,,,,,,22375,,22923.04,,
I32A,46317,42457,39251,43265,45465,41781.03479,47477.0899,48947.72688,10,46317,9,42457,8,39251,9,43265,0.23,1,0.37,1,0.63,1,0.35,1,0.28,1,30458,30838,28318,28596,34955.67,29404.82,28565.59,30916.69
I32B,28764,32763,23803,27307,26320,25669.17529,29623.14394,29601.74358,6,28764,7,32763,5,23803,5,27307,0.23,1,0.37,1,0.63,1,0.35,1,0.28,1,22827,24318,21191,21157,27379.59,21380.89,21397.72,22071.52
I32C,23473,24015,31527,35286,39313,,,,5,23473,5,24015,,,,,,,,,0.63,1,,,,,19923,20871,20397,20397,21794.64,,,
I33A,,,,,,28248.5952,27874.78663,27239.07,,,,,,,,,,,,,,,,,,,,,,,,,,
I33B,,,,,,20241.06295,20144.27417,19510.56838,,,,,,,,,,,,,,,,,,,,,,,,,,
I40Z,,,1816,1645,1537,,,,,,,,0,1816,0,1645,0.05,0.88,0.08,1,,,0.07,1.21,0.04,1,,,794,810,,846.84,934.81,984.02
I60Z,11548,10948,15081,14314,15133,15580.19649,12567.09972,12633.31699,2,11548,2,10948,3,15081,3,14314,0.06,1,0.05,1,0.8,1.15,0.05,1.22,0.08,1.07,4351,4578,5999,11722,3894.92,16112.9,15918.22,15233.51
I61A,12604,14044,13902,17513,16436,14135.76585,,,3,12604,3,14044,3,13902,3,17513,0.07,1,0.08,1,0.78,1,0.08,1,0.09,1,11036,9755,13263,17212,10391.93,17777.92,18136.66,17308.74
I61B,4649,4854,6300,8254,8572,5235.900151,,,1,4649,1,4854,1,6300,2,8254,0.07,1.14,0.08,1.08,0.76,1.3,0.1,1.23,0.09,1.18,7082,6780,7685,7724,2369.51,11456.31,13109.2,11866.53
I61Z,,,,,,,7968.291188,9968.794064,,,,,,,,,,,,,,,,,,,,,,,,,,
I63A,6932,6715,7546,7812,8891,7086.631563,7507.74045,7483.125098,1,6932,1,6715,2,7546,2,7812,0.1,1,0.08,1,0.82,1,0.09,1,0.11,1,4463,5104,5305,5418,6938.76,8612.62,9761.12,9348.64
I63B,2808,2640,3637,3427,3821,2561.601537,1962.340664,1937.205641,1,2808,1,2640,1,3637,1,3427,0.12,1,0.15,1,0.71,1,0.15,1,0.18,1,2318,2280,2820,2924,2005.71,4431.85,4984.78,4876.54
I64A,14929,14726,17559,20209,19786,17569.53045,17837.15929,18314.07976,3,14929,3,14726,4,17559,4,20209,0.1,1,0.09,1.11,0.78,1,0.11,1,0.09,1,9787,11452,10668,13195,11948.35,13515.48,14124.46,13384.3
I64B,7552,6973,10794,11147,11065,6887.477835,6989.016863,6339.590652,2,7552,1,6973,2,10794,2,11147,0.09,1,0.09,1,0.76,1,0.07,1.2,0.09,1.11,4185,5509,6695,7725,2721.6,8591,8345.49,8649.15
I65A,15955,15891,15167,14946,16854,17554.78408,18134.00299,17247.84253,3,15955,3,15891,3,15167,3,14946,0.08,1.18,0.07,1.07,0.79,1,0.1,1.85,0.08,1.54,9104,9674,9777,10896,10955.99,11634.54,11662.65,13087.24
I65B,7500,7431,8096,8006,8368,7454.326716,7686.118265,7540.394909,2,7500,2,7431,2,8096,2,8006,0.07,1.23,0.08,1,0.83,0.94,0.09,1.27,0.09,1.33,5281,5713,5793,6192,5194.13,6699.99,7540.82,7464.11
I66A,15060,14794,16164,23540,24003,13247.57319,15171.4739,13783.56685,3,15060,3,14794,3,16164,5,23540,0.1,1,0.12,1.19,0.74,1,0.11,1,0.12,1.37,6338,7263,8114,11312,6338.33,12478.15,10401.07,11251.14
I66B,2361,2778,7058,10705,10543,2207.676005,2246.286363,2398.019254,0,2361,1,2778,1,7058,2,10705,0.09,0.83,0.09,0.88,0.79,0.89,0.11,1,0.12,1,940,907,3884,6176,934.62,8325.62,5352.61,5539.78
I66C,,,,5961,6518,,,,,,,,,,1,5961,0.1,1.1,0.13,1.15,,,,,,,,,,3994,,4949.43,,
I67A,19870,17947,16145,17574,18836,14901.58311,15942.22403,17206.32677,4,19870,4,17947,3,16145,4,17574,0.11,1,0.13,1,0.73,1,0.1,1,0.14,1,10397,9679,10547,11673,11049.3,12740.14,14241.02,13159.47
I67B,6437,5384,7619,7397,7120,5746.96642,5509.281933,5479.041714,1,6437,1,5384,2,7619,1,7397,0.12,1,0.13,1.09,0.7,1.12,0.15,1,0.09,1.28,3949,3377,5233,5371,3403.76,6087.17,7968.14,7699.07
I68A,10241,9860,9906,10200,10777,8616.1578,8165.787349,8161.689976,2,10241,2,9860,2,9906,2,10200,0.1,1.13,0.1,1.19,0.8,1.43,0.09,1.39,0.1,1.3,6749,6805,7045,6925,9579.95,9131.62,9931.77,10198.24
I68B,4433,4375,4397,4137,4010,2434.417927,1993.807139,1986.596505,1,4433,1,4375,1,4397,1,4137,0.11,1.25,0.11,1.26,0.76,1.36,0.1,1.33,0.11,1.38,3315,3457,3579,3522,5393.01,5085.73,5623.51,5671.81
I68C,1275,1424,7152,7169,10107.5,12448.5,14789.5,17130.5,0,1275,0,1424,,,,,,,,,0.63,1.24,,,,,844,930,887,887,596.99,667.892,614.19,560.488
I69A,9474,9121,9572,9088,9327,8125.590307,7539.97059,7999.58945,2,9474,2,9121,2,9572,2,9088,0.09,0.82,0.1,0.94,0.82,1,0.1,1,0.09,1,6738,6449,8350,6434,7205.83,8506.77,9843.91,9946.73
I69B,3054,2943,4974,4345,4811,2257.941335,2050.808243,2079.631342,1,3054,1,2943,1,4974,1,4345,0.1,1.46,0.11,1.48,0.8,1.46,0.13,1.47,0.14,1.48,1779,1836,3697,3540,1271.95,6566.38,7352.43,7503.31
I71A,8181,7970,8412,7608,8163,6553.456711,6316.848872,6627.487008,2,8181,2,7970,2,8412,2,7608,0.1,1,0.11,1,0.79,1,0.09,1,0.1,1,6409,6022,6677,5661,7073.8,7192.42,9028.87,9094.43
I71B,2671,2498,3895,3427,3335,2006.492861,1671.961623,1730.119294,1,2671,1,2498,1,3895,1,3427,0.11,1.29,0.14,1.47,0.74,1.51,0.12,1.41,0.14,1.36,1784,1795,2876,2741,1114.25,3574.04,4711.03,4719.98
I72A,11144,11418,12163,10421,10346,8499.963966,8084.308496,8296.646244,2,11144,2,11418,2,12163,2,10421,0.08,1.06,0.11,1.1,0.76,1,0.12,1,0.11,1,6480,6335,7821,6477,6804.91,9105.45,11318.67,11485.45
I72B,3253,3123,4474,3995,4043,2575.505495,2208.897999,2275.68203,1,3253,1,3123,1,4474,1,3995,0.09,0.89,0.09,0.91,0.76,1.19,0.1,1,0.09,1,1756,1847,3125,2838,1309.58,4473.85,6458.1,6510.62
I73A,13047,10770,12748,12778,14246,13074.63271,10844.5772,10529.4568,3,13047,2,10770,3,12748,3,12778,0.07,1,0.08,1,0.84,1,0.08,1,0.07,1,8694,10129,11860,10567,10075.32,11797.15,13221.83,13164.68
I73B,4256,3661,6088,6150,5837,4574.090715,3506.104045,3658.446916,1,4256,1,3661,1,6088,1,6150,0.1,1,0.1,1,0.75,1,0.11,0.82,0.11,0.91,2779,3088,4232,4128,2177.72,6373.66,7174.92,7009.4
I73C,,,,,,2079.758891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I74A,,,7392,7578,7819,5544.230993,4517.720361,4680.042966,,,,,1,7392,2,7578,0.1,1.1,0.1,1,,,0.11,1,0.12,1,,,7090,6658,,10770.57,11376.08,11645.34
I74B,,,3382,3423,3405,2253.341778,1702.984687,1688.23648,,,,,1,3382,1,3423,0.23,1.18,0.22,1.3,,,0.23,1.21,0.26,1.13,,,2081,2275,,3880.5,5670.93,5204.76
I74Z,2471,2487,5387,5501,5612,,,,1,2471,1,2487,,,,,,,,,0.73,1.12,,,,,1805,1860,4586,4467,3839.62,5314.396,5982.02,6649.644
I75A,9258,8079,9748,11129,11210,11594.04848,10667.16688,10625.78366,2,9258,2,8079,2,9748,2,11129,0.08,1,0.09,1,0.83,1,0.09,1,0.1,1,8432,8248,9240,9788,7560.78,13027.22,13848.67,13419.15
I75B,2782,2742,4029,4145,4053,3330.359401,3234.211554,3302.420523,1,2782,1,2742,1,4029,1,4145,0.13,1.17,0.14,1.27,0.77,1.16,0.14,1.21,0.16,1.1,2668,2677,3606,3924,2072.49,6591.82,7876.5,7933.9
I75C,,,,,,1755.102026,1547.963634,1510.4072,,,,,,,,,,,,,,,,,,,,,,,,,,
I76A,9126,8984,10589,14752,15098,9363.403639,8706.904179,8621.21391,2,9126,2,8984,2,10589,3,14752,0.08,1.26,0.09,1.07,0.8,0.91,0.11,1,0.12,1,7324,6172,7466,7822,8582.41,12499.53,11901.79,12334.69
I76B,2597,2514,4611,7423,8024,2350.804844,1988.103141,2034.504486,1,2597,1,2514,1,4611,1,7423,0.09,0.95,0.11,1,0.71,1.36,0.11,1.39,0.12,1.46,1612,1703,3588,5090,2072.57,8615.35,6838.82,7038.18
I76C,,,,4037,3915,,,,,,,,,,1,4037,0.12,1.34,0.16,1.3,,,,,,,,,,3426,,5419.44,,
I77A,12923,11636,12454,13044,13455,12341.1335,12072.74497,12588.70714,3,12923,2,11636,3,12454,3,13044,0.07,1,0.08,1,0.81,1,0.09,1,0.1,1,10179,9996,10699,11357,8118.76,13935.05,14026.19,14207.08
I77B,6204,5702,6695,6549,6339,5176.466853,4558.265196,4771.179794,1,6204,1,5702,1,6695,1,6549,0.09,1,0.1,1,0.78,1,0.1,1,0.1,1,6256,6386,6151,6557,3573.83,8710.96,9598.07,10002.45
I78A,10172,9433,10756,12077,11805,12274.68616,12021.43979,11803.25524,2,10172,2,9433,2,10756,2,12077,0.06,1,0.07,1,0.82,1,0.1,1,0.12,1,9047,9668,9251,10347,11974.26,14836.16,15592.9,15936.36
I78B,3302,3239,6298,6428,6290,6002.034094,5789.119645,4981.019027,1,3302,1,3239,1,6298,1,6428,0.1,1,0.09,1,0.79,1,0.19,1,0.14,1,4816,4838,5961,6216,2984.69,10519.84,11469.87,12040.55
I79A,18139,18700,17500,15593,18206,19380.05287,15161.66682,15527.23675,4,18139,4,18700,4,17500,3,15593,0.07,1,0.1,1,0.84,1,0.08,1,0.08,1,11354,12107,10655,10472,13433.43,11496.14,13006.37,13123.33
I79B,7708,7486,9025,8040,7958,9733.733472,6148.13425,6420.052761,2,7708,2,7486,2,9025,2,8040,0.08,1,0.1,1,0.79,1.15,0.09,1,0.09,1,5967,6198,6874,6403,4914.01,7987.76,9287.43,8954.7
I79C,,,,,,5107.774547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I80Z,,,1706,1851,1931,2050.152181,1662.924354,1610.586586,,,,,0,1706,0,1851,0.61,1,0.55,1,,,0.29,1,0.45,1,,,1254,1135,,1390.05,1827.14,1593.39
I81Z,,,1238,1314,1323,,,,,,,,0,1238,0,1314,0.31,1.78,0.39,2,,,0.41,2,0.39,1.64,,,554,702,,276.24,271.03,275.24
I82Z,,,1145,1152,1239,,,,,,,,0,1145,0,1152,0.18,2,0.23,2,,,0.15,1.99,0.16,2,,,956,980,,339.89,353.69,369.52
J01A,45266,40399,44537,62366,61414,66172.67719,67114.47908,64087.04229,9,45266,8,40399,9,44537,12,62366,0.24,1,0.26,1,0.64,1,0.29,1,0.31,1,17003,19128,19330,28784,22667.7,28663.07,25003.54,26039.8
